timestamp,hour,fixed_load_mw,flexible_arrival_mw,sst_c,wind_mw,carbon_kg_per_mwh,price_usd_per_mwh
2025-01-01 00:00:00,0,3.320132389,1.422913881,8.4,15.0,82.0,174.89130434782606
2025-01-01 01:00:00,1,3.7900010797652386,1.624286177042245,8.4,15.0,90.0,174.89130434782606
2025-01-01 02:00:00,2,3.6190419630609316,1.5510179841689709,8.4,15.0,89.0,174.89130434782606
2025-01-01 03:00:00,3,3.6575187171370116,1.5675080216301478,8.4,15.0,92.0,174.89130434782606
2025-01-01 04:00:00,4,3.5291020739933585,1.512472317425725,8.4,15.0,96.0,174.89130434782606
2025-01-01 05:00:00,5,3.4939466818798133,1.4974057208056342,8.4,15.0,99.0,174.89130434782606
2025-01-01 06:00:00,6,3.309948517796167,1.4185493647697858,8.4,15.0,95.0,174.89130434782606
2025-01-01 07:00:00,7,3.5865759219921642,1.5371039665680704,8.4,0.0,103.0,174.89130434782606
2025-01-01 08:00:00,8,4.010788451717506,1.7189093364503594,8.4,0.0,108.0,174.89130434782606
2025-01-01 09:00:00,9,4.09767712997184,1.7561473414165032,8.4,0.0,110.0,174.89130434782606
2025-01-01 10:00:00,10,4.158172177754778,1.7820737904663333,8.4,0.0,112.0,174.89130434782606
2025-01-01 11:00:00,11,4.260288202565879,1.825837801099662,8.4,0.0,115.0,174.89130434782606
2025-01-01 12:00:00,12,4.081555924404652,1.7492382533162796,8.4,0.0,114.0,174.89130434782606
2025-01-01 13:00:00,13,4.810985511770571,2.061850933615959,8.4,0.0,108.0,174.89130434782606
2025-01-01 14:00:00,14,5.063022217163054,2.1698666644984517,8.4,15.0,105.0,174.89130434782606
2025-01-01 15:00:00,15,4.521929068331474,1.937969600713489,8.4,15.0,91.0,174.89130434782606
2025-01-01 16:00:00,16,4.478274872775162,1.9192606597607835,8.4,15.0,95.0,174.89130434782606
2025-01-01 17:00:00,17,4.7200393989934,2.0228740281400284,8.4,15.0,108.0,174.89130434782606
2025-01-01 18:00:00,18,5.357869476985421,2.2962297758508945,8.4,15.0,112.0,174.89130434782606
2025-01-01 19:00:00,19,5.521982175250417,2.3665637893930356,8.4,15.0,102.0,174.89130434782606
2025-01-01 20:00:00,20,5.365573727537532,2.299531597516085,8.4,15.0,97.0,174.89130434782606
2025-01-01 21:00:00,21,5.02899024009586,2.155281531469654,8.4,15.0,94.0,174.89130434782606
2025-01-01 22:00:00,22,5.221713144674453,2.237877062003337,8.4,15.0,95.0,174.89130434782606
2025-01-01 23:00:00,23,4.872964913522315,2.088413534366706,8.4,15.0,111.0,174.89130434782606
2025-01-02 00:00:00,24,5.205925613138405,2.2311109770593163,8.4,12.277451446245223,143.0,174.89130434782606
2025-01-02 01:00:00,25,5.417206473771633,2.3216599173306998,8.4,8.722536674674506,188.0,174.89130434782606
2025-01-02 02:00:00,26,4.900561766170865,2.1002407569303707,8.4,7.438654918741638,206.0,174.89130434782606
2025-01-02 03:00:00,27,4.708574495584919,2.0179604981078225,8.4,6.839000949819963,223.0,174.89130434782606
2025-01-02 04:00:00,28,4.267959384762572,1.8291254506125307,8.3,6.186522469938463,235.0,174.89130434782606
2025-01-02 05:00:00,29,4.986277957952545,2.1369762676939477,8.3,6.2583674897042005,259.0,174.89130434782606
2025-01-02 06:00:00,30,4.701958600153519,2.0151251143515077,8.3,5.841263672049671,282.0,174.89130434782606
2025-01-02 07:00:00,31,4.755831443614129,2.038213475834627,8.3,5.174454033134747,293.0,174.89130434782606
2025-01-02 08:00:00,32,3.942078859582964,1.6894623683926988,8.3,4.633292969601951,300.0,174.89130434782606
2025-01-02 09:00:00,33,4.251536066808562,1.822086885775098,8.3,5.064306461341643,259.0,174.89130434782606
2025-01-02 10:00:00,34,4.25293690903942,1.82268724673118,8.3,4.957288748147704,212.0,174.89130434782606
2025-01-02 11:00:00,35,4.034025380023985,1.7288680200102793,8.3,5.5209068219443225,182.0,174.89130434782606
2025-01-02 12:00:00,36,4.294798489010661,1.8406279238617116,8.3,7.276395060693297,186.0,174.89130434782606
2025-01-02 13:00:00,37,4.818139838247802,2.0649170735347724,8.3,8.590495424525683,206.0,174.89130434782606
2025-01-02 14:00:00,38,4.644686594983718,1.9905799692787365,8.3,9.805185575280971,235.0,174.89130434782606
2025-01-02 15:00:00,39,4.880857243716674,2.0917959615928603,8.3,10.922032739074764,260.0,174.89130434782606
2025-01-02 16:00:00,40,4.6201010484448854,1.9800433064763792,8.2,13.313130236177154,267.0,174.89130434782606
2025-01-02 17:00:00,41,4.641558917166524,1.98923953592851,8.2,15.0,257.0,174.89130434782606
2025-01-02 18:00:00,42,4.829106185629712,2.069616936698448,8.2,15.0,245.0,174.89130434782606
2025-01-02 19:00:00,43,5.00950080058253,2.14692891453537,8.2,15.0,240.0,174.89130434782606
2025-01-02 20:00:00,44,4.55734426452301,1.9531475419384328,8.2,15.0,229.0,174.89130434782606
2025-01-02 21:00:00,45,4.377041076699134,1.875874747156772,8.2,12.37829240044352,231.0,174.89130434782606
2025-01-02 22:00:00,46,4.530107811108847,1.9414747761895055,8.2,13.215312952124066,239.0,174.89130434782606
2025-01-02 23:00:00,47,4.813735798750036,2.0630296280357294,8.2,14.015015345110209,219.0,174.89130434782606
2025-01-03 00:00:00,48,4.9100668853705525,2.104314379444522,8.2,14.307135593972921,210.0,174.89130434782606
2025-01-03 01:00:00,49,5.140884401718193,2.203236172164939,8.2,13.468957300564329,195.0,174.89130434782606
2025-01-03 02:00:00,50,4.615937916790713,1.97825910719602,8.2,15.0,169.0,174.89130434782606
2025-01-03 03:00:00,51,4.615124612085821,1.9779105480367802,8.1,15.0,151.0,174.89130434782606
2025-01-03 04:00:00,52,4.113177120351179,1.7627901944362196,8.1,15.0,153.0,174.89130434782606
2025-01-03 05:00:00,53,3.9886163505844006,1.7094070073933145,8.1,15.0,158.0,174.89130434782606
2025-01-03 06:00:00,54,3.7934896402830556,1.6257812744070237,8.1,15.0,163.0,174.89130434782606
